Blue Sm2,Blue Sc2,Blue Sc1,Red Pc2,Red Pm2,Blue Sm1,Red Pi2,Red Pc1,Red Pi1,Red Pm1
0,0,0,0,0,760.0,922.0,0,0,0
0,0,0,0,0,759.0,922.0,0,0,0
0,0,0,0,0,754.0,922.0,0,0,0
0,0,0,0,0,751.0,922.0,0,0,0
0,0,0,0,0,748.0,922.0,0,0,0
0,0,0,0,0,744.0,922.0,0,0,0
0,0,0,0,0,739.0,922.0,0,0,0
0,0,0,0,0,736.0,922.0,0,0,0
0,0,0,0,0,731.0,922.0,0,0,0
0,0,0,0,0,723.0,922.0,0,0,0
0,0,0,0,0,721.0,922.0,0,0,0
0,0,0,0,0,716.0,922.0,0,0,0
0,0,0,0,0,707.0,921.0,0,0,0
0,0,0,0,0,704.0,920.0,0,0,0
0,0,0,0,0,701.0,919.0,0,0,0
0,0,0,0,0,697.0,919.0,0,0,0
0,0,0,0,0,690.0,917.0,0,0,0
0,0,0,0,0,687.0,917.0,0,0,0
0,0,0,0,0,684.0,917.0,0,0,0
0,0,0,0,0,677.0,917.0,0,0,0
0,0,0,0,0,672.0,916.0,0,0,0
0,0,0,0,0,671.0,915.0,0,0,0
0,0,0,0,0,661.0,915.0,0,0,0
0,0,0,0,0,659.0,915.0,0,0,0
0,0,0,0,0,656.0,915.0,0,0,0
0,0,0,0,0,649.0,915.0,0,0,0
0,0,0,0,0,646.0,915.0,0,0,0
0,0,0,0,0,642.0,915.0,0,0,0
0,0,0,0,0,639.0,915.0,0,0,0
0,0,0,0,0,633.0,915.0,0,0,0
0,0,0,0,0,630.0,915.0,0,0,0
0,0,0,0,0,627.0,914.0,0,0,0
0,0,0,0,0,621.0,914.0,0,0,0
0,0,0,0,0,617.0,914.0,0,0,0
0,0,0,0,0,614.0,914.0,0,0,0
0,0,0,0,0,609.0,913.0,0,0,0
0,0,0,0,0,609.0,913.0,0,0,0
0,0,0,0,0,605.0,913.0,0,0,0
0,0,0,0,0,602.0,912.0,0,0,0
0,0,0,0,0,599.0,912.0,0,0,0
0,0,0,0,0,597.0,912.0,0,0,0
0,0,0,0,0,596.0,910.0,0,0,0
0,0,0,0,0,594.0,910.0,0,0,0
0,0,0,0,0,593.0,910.0,0,0,0
0,0,0,0,0,592.0,910.0,0,0,0
0,0,0,0,0,592.0,910.0,0,0,0
0,0,0,0,0,590.0,909.0,0,0,0
0,0,0,0,0,587.0,909.0,0,0,0
0,0,0,0,0,584.0,908.0,0,0,0
0,0,0,0,0,582.0,908.0,0,0,0
0,0,0,0,0,580.0,908.0,0,0,0
0,0,0,0,0,577.0,906.0,0,0,0
0,0,0,0,0,574.0,906.0,0,0,0
0,0,0,0,0,574.0,905.0,0,0,0
0,0,0,0,0,571.0,904.0,0,0,0
0,0,0,0,0,571.0,904.0,0,0,0
0,0,0,0,0,569.0,904.0,0,0,0
0,0,0,0,0,567.0,903.0,0,0,0
0,0,0,0,0,566.0,903.0,0,0,0
0,0,0,0,0,566.0,903.0,0,0,0
0,0,0,0,0,566.0,903.0,0,0,0
0,0,0,0,0,562.0,903.0,0,0,0
0,0,0,0,0,561.0,903.0,0,0,0
0,0,0,0,0,561.0,903.0,0,0,0
0,0,0,0,0,559.0,903.0,0,0,0
0,0,0,0,0,558.0,903.0,0,0,0
0,0,0,0,0,557.0,901.0,0,0,0
0,0,0,0,0,551.0,901.0,0,0,0
0,0,0,0,0,551.0,900.0,0,0,0
0,0,0,0,0,550.0,900.0,0,0,0
0,0,0,0,0,547.0,899.0,0,0,0
0,0,0,0,0,547.0,899.0,0,0,0
0,0,0,0,0,546.0,897.0,0,0,0
0,0,0,0,0,543.0,896.0,0,0,0
0,0,0,0,0,542.0,896.0,0,0,0
0,0,0,0,0,540.0,896.0,0,0,0
0,0,0,0,0,539.0,896.0,0,0,0
0,0,0,0,0,536.0,896.0,0,0,0
0,0,0,0,0,535.0,896.0,0,0,0
0,0,0,0,0,533.0,896.0,0,0,0
0,0,0,0,0,530.0,896.0,0,0,0
0,0,0,0,0,528.0,895.0,0,0,0
0,0,0,0,0,527.0,895.0,0,0,0
0,0,0,0,0,524.0,894.0,0,0,0
0,0,0,0,0,523.0,894.0,0,0,0
0,0,0,0,0,520.0,893.0,0,0,0
0,0,0,0,0,519.0,892.0,0,0,0
0,0,0,0,0,518.0,892.0,0,0,0
0,0,0,0,0,518.0,891.0,0,0,0
0,0,0,0,0,514.0,891.0,0,0,0
0,0,0,0,0,513.0,891.0,0,0,0
0,0,0,0,0,510.0,890.0,0,0,0
0,0,0,0,0,508.0,889.0,0,0,0
0,0,0,0,0,505.0,889.0,0,0,0
0,0,0,0,0,504.0,889.0,0,0,0
0,0,0,0,0,501.0,889.0,0,0,0
0,0,0,0,0,497.0,888.0,0,0,0
0,0,0,0,0,493.0,888.0,0,0,0
0,0,0,0,0,493.0,887.0,0,0,0
0,0,0,0,0,492.0,887.0,0,0,0
0,0,0,0,0,491.0,885.0,0,0,0
0,0,0,0,0,484.0,885.0,0,0,0
0,0,0,0,0,483.0,885.0,0,0,0
0,0,0,0,0,475.0,883.0,0,0,0
0,0,0,0,0,475.0,883.0,0,0,0
0,0,0,0,0,472.0,883.0,0,0,0
0,0,0,0,0,470.0,883.0,0,0,0
0,0,0,0,0,468.0,883.0,0,0,0
0,0,0,0,0,465.0,883.0,0,0,0
0,0,0,0,0,464.0,883.0,0,0,0
0,0,0,0,0,461.0,883.0,0,0,0
0,0,0,0,0,458.0,881.0,0,0,0
0,0,0,0,0,457.0,880.0,0,0,0
0,0,0,0,0,453.0,880.0,0,0,0
0,0,0,0,0,452.0,880.0,0,0,0
0,0,0,0,0,447.0,880.0,0,0,0
0,0,0,0,0,446.0,880.0,0,0,0
0,0,0,0,0,443.0,880.0,0,0,0
0,0,0,0,0,439.0,879.0,0,0,0
0,0,0,0,0,437.0,879.0,0,0,0
0,0,0,0,0,434.0,879.0,0,0,0
0,0,0,0,0,430.0,879.0,0,0,0
0,0,0,0,0,429.0,877.0,0,0,0
0,0,0,0,0,423.0,877.0,0,0,0
0,0,0,0,0,417.0,877.0,0,0,0
0,0,0,0,0,411.0,877.0,0,0,0
0,0,0,0,0,409.0,877.0,0,0,0
0,0,0,0,0,404.0,875.0,0,0,0
0,0,0,0,0,400.0,875.0,0,0,0
0,0,0,0,0,396.0,875.0,0,0,0
0,0,0,0,0,391.0,875.0,0,0,0
0,0,0,0,0,388.0,874.0,0,0,0
0,0,0,0,0,386.0,874.0,0,0,0
0,0,0,0,0,381.0,873.0,0,0,0
0,0,0,0,0,378.0,871.0,0,0,0
0,0,0,0,0,374.0,871.0,0,0,0
0,0,0,0,0,370.0,871.0,0,0,0
0,0,0,0,0,370.0,871.0,0,0,0
0,0,0,0,0,367.0,871.0,0,0,0
0,0,0,0,0,361.0,870.0,0,0,0
0,0,0,0,0,359.0,870.0,0,0,0
0,0,0,0,0,357.0,870.0,0,0,0
0,0,0,0,0,348.0,870.0,0,0,0
0,0,0,0,0,345.0,870.0,0,0,0
0,0,0,0,0,342.0,870.0,0,0,0
0,0,0,0,0,338.0,869.0,0,0,0
0,0,0,0,0,335.0,869.0,0,0,0
0,0,0,0,0,334.0,868.0,0,0,0
0,0,0,0,0,331.0,868.0,0,0,0
0,0,0,0,0,326.0,868.0,0,0,0
0,0,0,0,0,325.0,867.0,0,0,0
0,0,0,0,0,320.0,867.0,0,0,0
0,0,0,0,0,317.0,867.0,0,0,0
0,0,0,0,0,316.0,866.0,0,0,0
0,0,0,0,0,313.0,866.0,0,0,0
0,0,0,0,0,311.0,866.0,0,0,0
0,0,0,0,0,305.0,866.0,0,0,0
0,0,0,0,0,301.0,866.0,0,0,0
0,0,0,0,0,301.0,866.0,0,0,0
0,0,0,0,0,298.0,865.0,0,0,0
0,0,0,0,0,290.0,865.0,0,0,0
0,0,0,0,0,287.0,865.0,0,0,0
0,0,0,0,0,283.0,865.0,0,0,0
0,0,0,0,0,278.0,865.0,0,0,0
0,0,0,0,0,277.0,864.0,0,0,0
0,0,0,0,0,274.0,863.0,0,0,0
0,0,0,0,0,270.0,862.0,0,0,0
0,0,0,0,0,265.0,862.0,0,0,0
0,0,0,0,0,259.0,862.0,0,0,0
0,0,0,0,0,256.0,862.0,0,0,0
0,0,0,0,0,255.0,862.0,0,0,0
0,0,0,0,0,252.0,862.0,0,0,0
0,0,0,0,0,249.0,862.0,0,0,0
0,0,0,0,0,247.0,862.0,0,0,0
0,0,0,0,0,246.0,862.0,0,0,0
0,0,0,0,0,244.0,862.0,0,0,0
0,0,0,0,0,239.0,862.0,0,0,0
0,0,0,0,0,237.0,862.0,0,0,0
0,0,0,0,0,233.0,862.0,0,0,0
0,0,0,0,0,232.0,862.0,0,0,0
0,0,0,0,0,230.0,860.0,0,0,0
0,0,0,0,0,225.0,860.0,0,0,0
0,0,0,0,0,223.0,860.0,0,0,0
0,0,0,0,0,220.0,860.0,0,0,0
0,0,0,0,0,218.0,860.0,0,0,0
0,0,0,0,0,214.0,860.0,0,0,0
0,0,0,0,0,212.0,860.0,0,0,0
0,0,0,0,0,210.0,860.0,0,0,0
0,0,0,0,0,206.0,860.0,0,0,0
0,0,0,0,0,205.0,859.0,0,0,0
0,0,0,0,0,205.0,858.0,0,0,0
0,0,0,0,0,205.0,857.0,0,0,0
0,0,0,0,0,202.0,857.0,0,0,0
0,0,0,0,0,199.0,857.0,0,0,0
0,0,0,0,0,198.0,857.0,0,0,0
0,0,0,0,0,195.0,857.0,0,0,0
0,0,0,0,0,192.0,857.0,0,0,0
0,0,0,0,0,191.0,856.0,0,0,0
0,0,0,0,0,190.0,855.0,0,0,0
0,0,0,0,0,189.0,855.0,0,0,0
0,0,0,0,0,187.0,855.0,0,0,0
0,0,0,0,0,185.0,855.0,0,0,0
0,0,0,0,0,183.0,855.0,0,0,0
0,0,0,0,0,182.0,855.0,0,0,0
0,0,0,0,0,182.0,854.0,0,0,0
0,0,0,0,0,181.0,854.0,0,0,0
0,0,0,0,0,179.0,854.0,0,0,0
0,0,0,0,0,179.0,854.0,0,0,0
0,0,0,0,0,179.0,854.0,0,0,0
0,0,0,0,0,178.0,854.0,0,0,0
0,0,0,0,0,177.0,854.0,0,0,0
0,0,0,0,0,176.0,854.0,0,0,0
0,0,0,0,0,176.0,853.0,0,0,0
0,0,0,0,0,173.0,852.0,0,0,0
0,0,0,0,0,172.0,852.0,0,0,0
0,0,0,0,0,170.0,851.0,0,0,0
0,0,0,0,0,169.0,851.0,0,0,0
0,0,0,0,0,168.0,851.0,0,0,0
0,0,0,0,0,166.0,851.0,0,0,0
0,0,0,0,0,166.0,851.0,0,0,0
0,0,0,0,0,164.0,851.0,0,0,0
0,0,0,0,0,163.0,850.0,0,0,0
0,0,0,0,0,163.0,849.0,0,0,0
0,0,0,0,0,162.0,849.0,0,0,0
0,0,0,0,0,161.0,849.0,0,0,0
0,0,0,0,0,161.0,849.0,0,0,0
0,0,0,0,0,160.0,849.0,0,0,0
0,0,0,0,0,158.0,848.0,0,0,0
0,0,0,0,0,158.0,848.0,0,0,0
0,0,0,0,0,158.0,848.0,0,0,0
0,0,0,0,0,157.0,848.0,0,0,0
0,0,0,0,0,156.0,848.0,0,0,0
0,0,0,0,0,155.0,848.0,0,0,0
0,0,0,0,0,152.0,847.0,0,0,0
0,0,0,0,0,151.0,846.0,0,0,0
0,0,0,0,0,151.0,846.0,0,0,0
0,0,0,0,0,150.0,846.0,0,0,0
0,0,0,0,0,150.0,846.0,0,0,0
0,0,0,0,0,149.0,846.0,0,0,0
0,0,0,0,0,147.0,846.0,0,0,0
0,0,0,0,0,147.0,846.0,0,0,0
0,0,0,0,0,144.0,844.0,0,0,0
0,0,0,0,0,144.0,844.0,0,0,0
0,0,0,0,0,142.0,844.0,0,0,0
0,0,0,0,0,142.0,844.0,0,0,0
0,0,0,0,0,140.0,844.0,0,0,0
0,0,0,0,0,140.0,844.0,0,0,0
0,0,0,0,0,139.0,844.0,0,0,0
0,0,0,0,0,138.0,844.0,0,0,0
0,0,0,0,0,136.0,843.0,0,0,0
0,0,0,0,0,135.0,843.0,0,0,0
0,0,0,0,0,135.0,841.0,0,0,0
0,0,0,0,0,131.0,841.0,0,0,0
0,0,0,0,0,131.0,841.0,0,0,0
0,0,0,0,0,129.0,841.0,0,0,0
0,0,0,0,0,129.0,841.0,0,0,0
0,0,0,0,0,129.0,841.0,0,0,0
0,0,0,0,0,127.0,841.0,0,0,0
0,0,0,0,0,126.0,841.0,0,0,0
0,0,0,0,0,124.0,841.0,0,0,0
0,0,0,0,0,123.0,841.0,0,0,0
0,0,0,0,0,123.0,841.0,0,0,0
0,0,0,0,0,122.0,841.0,0,0,0
0,0,0,0,0,121.0,841.0,0,0,0
0,0,0,0,0,120.0,840.0,0,0,0
0,0,0,0,0,120.0,840.0,0,0,0
0,0,0,0,0,119.0,840.0,0,0,0
0,0,0,0,0,117.0,839.0,0,0,0
0,0,0,0,0,117.0,839.0,0,0,0
0,0,0,0,0,116.0,839.0,0,0,0
0,0,0,0,0,115.0,839.0,0,0,0
0,0,0,0,0,115.0,839.0,0,0,0
0,0,0,0,0,114.0,839.0,0,0,0
0,0,0,0,0,110.0,839.0,0,0,0
0,0,0,0,0,109.0,838.0,0,0,0
0,0,0,0,0,109.0,838.0,0,0,0
0,0,0,0,0,108.0,838.0,0,0,0
0,0,0,0,0,108.0,837.0,0,0,0
0,0,0,0,0,108.0,837.0,0,0,0
0,0,0,0,0,106.0,836.0,0,0,0
0,0,0,0,0,106.0,836.0,0,0,0
0,0,0,0,0,104.0,836.0,0,0,0
0,0,0,0,0,104.0,836.0,0,0,0
0,0,0,0,0,104.0,836.0,0,0,0
0,0,0,0,0,102.0,836.0,0,0,0
0,0,0,0,0,100.0,836.0,0,0,0
0,0,0,0,0,98.0,836.0,0,0,0
0,0,0,0,0,98.0,835.0,0,0,0
0,0,0,0,0,97.0,834.0,0,0,0
0,0,0,0,0,97.0,834.0,0,0,0
0,0,0,0,0,96.0,834.0,0,0,0
0,0,0,0,0,96.0,834.0,0,0,0
0,0,0,0,0,95.0,834.0,0,0,0
0,0,0,0,0,95.0,834.0,0,0,0
0,0,0,0,0,94.0,834.0,0,0,0
0,0,0,0,0,93.0,834.0,0,0,0
0,0,0,0,0,93.0,834.0,0,0,0
0,0,0,0,0,93.0,834.0,0,0,0
0,0,0,0,0,92.0,834.0,0,0,0
0,0,0,0,0,92.0,833.0,0,0,0
0,0,0,0,0,91.0,832.0,0,0,0
0,0,0,0,0,90.0,831.0,0,0,0
0,0,0,0,0,89.0,831.0,0,0,0
0,0,0,0,0,89.0,830.0,0,0,0
0,0,0,0,0,89.0,830.0,0,0,0
0,0,0,0,0,88.0,830.0,0,0,0
0,0,0,0,0,88.0,830.0,0,0,0
0,0,0,0,0,87.0,830.0,0,0,0
0,0,0,0,0,87.0,830.0,0,0,0
0,0,0,0,0,87.0,830.0,0,0,0
0,0,0,0,0,87.0,830.0,0,0,0
0,0,0,0,0,86.0,828.0,0,0,0
0,0,0,0,0,86.0,826.0,0,0,0
0,0,0,0,0,86.0,825.0,0,0,0
0,0,0,0,0,86.0,825.0,0,0,0
0,0,0,0,0,84.0,824.0,0,0,0
0,0,0,0,0,83.0,824.0,0,0,0
0,0,0,0,0,83.0,824.0,0,0,0
0,0,0,0,0,82.0,823.0,0,0,0
0,0,0,0,0,81.0,823.0,0,0,0
0,0,0,0,0,81.0,823.0,0,0,0
0,0,0,0,0,78.0,822.0,0,0,0
0,0,0,0,0,78.0,822.0,0,0,0
0,0,0,0,0,78.0,822.0,0,0,0
0,0,0,0,0,78.0,821.0,0,0,0
0,0,0,0,0,78.0,821.0,0,0,0
0,0,0,0,0,77.0,820.0,0,0,0
0,0,0,0,0,77.0,819.0,0,0,0
0,0,0,0,0,77.0,819.0,0,0,0
0,0,0,0,0,77.0,819.0,0,0,0
0,0,0,0,0,76.0,819.0,0,0,0
0,0,0,0,0,76.0,818.0,0,0,0
0,0,0,0,0,76.0,818.0,0,0,0
0,0,0,0,0,72.0,818.0,0,0,0
0,0,0,0,0,70.0,817.0,0,0,0
0,0,0,0,0,70.0,816.0,0,0,0
0,0,0,0,0,70.0,815.0,0,0,0
0,0,0,0,0,70.0,815.0,0,0,0
0,0,0,0,0,70.0,815.0,0,0,0
0,0,0,0,0,70.0,814.0,0,0,0
0,0,0,0,0,70.0,814.0,0,0,0
0,0,0,0,0,70.0,814.0,0,0,0
0,0,0,0,0,70.0,813.0,0,0,0
0,0,0,0,0,69.0,813.0,0,0,0
0,0,0,0,0,69.0,812.0,0,0,0
0,0,0,0,0,69.0,811.0,0,0,0
0,0,0,0,0,69.0,810.0,0,0,0
0,0,0,0,0,69.0,810.0,0,0,0
0,0,0,0,0,68.0,810.0,0,0,0
0,0,0,0,0,67.0,810.0,0,0,0
0,0,0,0,0,66.0,810.0,0,0,0
0,0,0,0,0,66.0,809.0,0,0,0
0,0,0,0,0,66.0,809.0,0,0,0
0,0,0,0,0,65.0,809.0,0,0,0
0,0,0,0,0,65.0,808.0,0,0,0
0,0,0,0,0,65.0,808.0,0,0,0
0,0,0,0,0,65.0,808.0,0,0,0
0,0,0,0,0,65.0,807.0,0,0,0
0,0,0,0,0,65.0,807.0,0,0,0
0,0,0,0,0,65.0,807.0,0,0,0
0,0,0,0,0,65.0,807.0,0,0,0
0,0,0,0,0,65.0,806.0,0,0,0
0,0,0,0,0,65.0,806.0,0,0,0
0,0,0,0,0,64.0,806.0,0,0,0
0,0,0,0,0,64.0,805.0,0,0,0
0,0,0,0,0,64.0,805.0,0,0,0
0,0,0,0,0,64.0,804.0,0,0,0
0,0,0,0,0,63.0,804.0,0,0,0
0,0,0,0,0,63.0,804.0,0,0,0
0,0,0,0,0,61.0,803.0,0,0,0
0,0,0,0,0,61.0,803.0,0,0,0
0,0,0,0,0,61.0,802.0,0,0,0
0,0,0,0,0,60.0,802.0,0,0,0
0,0,0,0,0,60.0,801.0,0,0,0
0,0,0,0,0,60.0,800.0,0,0,0
0,0,0,0,0,59.0,800.0,0,0,0
0,0,0,0,0,59.0,798.0,0,0,0
0,0,0,0,0,59.0,798.0,0,0,0
0,0,0,0,0,59.0,798.0,0,0,0
0,0,0,0,0,59.0,798.0,0,0,0
0,0,0,0,0,59.0,798.0,0,0,0
0,0,0,0,0,59.0,798.0,0,0,0
0,0,0,0,0,59.0,798.0,0,0,0
0,0,0,0,0,57.0,798.0,0,0,0
0,0,0,0,0,56.0,796.0,0,0,0
0,0,0,0,0,56.0,795.0,0,0,0
0,0,0,0,0,56.0,795.0,0,0,0
0,0,0,0,0,56.0,794.0,0,0,0
0,0,0,0,0,56.0,793.0,0,0,0
0,0,0,0,0,56.0,793.0,0,0,0
0,0,0,0,0,56.0,793.0,0,0,0
0,0,0,0,0,55.0,793.0,0,0,0
0,0,0,0,0,55.0,792.0,0,0,0
0,0,0,0,0,55.0,792.0,0,0,0
0,0,0,0,0,55.0,792.0,0,0,0
0,0,0,0,0,55.0,790.0,0,0,0
0,0,0,0,0,55.0,790.0,0,0,0
0,0,0,0,0,54.0,790.0,0,0,0
0,0,0,0,0,54.0,789.0,0,0,0
0,0,0,0,0,51.0,789.0,0,0,0
0,0,0,0,0,51.0,788.0,0,0,0
0,0,0,0,0,50.0,788.0,0,0,0
0,0,0,0,0,49.0,788.0,0,0,0
0,0,0,0,0,48.0,788.0,0,0,0
0,0,0,0,0,48.0,787.0,0,0,0
0,0,0,0,0,48.0,786.0,0,0,0
0,0,0,0,0,48.0,785.0,0,0,0
0,0,0,0,0,48.0,785.0,0,0,0
0,0,0,0,0,48.0,785.0,0,0,0
0,0,0,0,0,48.0,784.0,0,0,0
0,0,0,0,0,47.0,783.0,0,0,0
0,0,0,0,0,46.0,782.0,0,0,0
0,0,0,0,0,46.0,781.0,0,0,0
0,0,0,0,0,46.0,781.0,0,0,0
0,0,0,0,0,45.0,781.0,0,0,0
0,0,0,0,0,45.0,780.0,0,0,0
0,0,0,0,0,45.0,779.0,0,0,0
0,0,0,0,0,45.0,779.0,0,0,0
0,0,0,0,0,44.0,779.0,0,0,0
0,0,0,0,0,43.0,779.0,0,0,0
0,0,0,0,0,42.0,779.0,0,0,0
0,0,0,0,0,42.0,779.0,0,0,0
0,0,0,0,0,42.0,778.0,0,0,0
0,0,0,0,0,42.0,777.0,0,0,0
0,0,0,0,0,41.0,777.0,0,0,0
0,0,0,0,0,41.0,777.0,0,0,0
0,0,0,0,0,40.0,776.0,0,0,0
0,0,0,0,0,40.0,776.0,0,0,0
0,0,0,0,0,39.0,776.0,0,0,0
0,0,0,0,0,39.0,776.0,0,0,0
0,0,0,0,0,38.0,776.0,0,0,0
0,0,0,0,0,38.0,775.0,0,0,0
0,0,0,0,0,37.0,775.0,0,0,0
0,0,0,0,0,37.0,775.0,0,0,0
0,0,0,0,0,35.0,775.0,0,0,0
0,0,0,0,0,35.0,775.0,0,0,0
0,0,0,0,0,35.0,775.0,0,0,0
0,0,0,0,0,33.0,775.0,0,0,0
0,0,0,0,0,33.0,774.0,0,0,0
0,0,0,0,0,33.0,774.0,0,0,0
0,0,0,0,0,32.0,774.0,0,0,0
0,0,0,0,0,31.0,773.0,0,0,0
0,0,0,0,0,31.0,773.0,0,0,0
0,0,0,0,0,30.0,773.0,0,0,0
0,0,0,0,0,30.0,773.0,0,0,0
0,0,0,0,0,30.0,772.0,0,0,0
0,0,0,0,0,30.0,772.0,0,0,0
0,0,0,0,0,30.0,772.0,0,0,0
0,0,0,0,0,29.0,772.0,0,0,0
0,0,0,0,0,28.0,772.0,0,0,0
0,0,0,0,0,27.0,771.0,0,0,0
0,0,0,0,0,27.0,771.0,0,0,0
0,0,0,0,0,27.0,770.0,0,0,0
0,0,0,0,0,27.0,770.0,0,0,0
0,0,0,0,0,27.0,770.0,0,0,0
0,0,0,0,0,25.0,770.0,0,0,0
0,0,0,0,0,24.0,770.0,0,0,0
0,0,0,0,0,24.0,769.0,0,0,0
0,0,0,0,0,23.0,769.0,0,0,0
0,0,0,0,0,23.0,769.0,0,0,0
0,0,0,0,0,23.0,769.0,0,0,0
0,0,0,0,0,23.0,769.0,0,0,0
0,0,0,0,0,23.0,768.0,0,0,0
0,0,0,0,0,22.0,768.0,0,0,0
0,0,0,0,0,21.0,768.0,0,0,0
0,0,0,0,0,21.0,768.0,0,0,0
0,0,0,0,0,21.0,768.0,0,0,0
0,0,0,0,0,21.0,768.0,0,0,0
0,0,0,0,0,20.0,768.0,0,0,0
0,0,0,0,0,20.0,768.0,0,0,0
0,0,0,0,0,18.0,768.0,0,0,0
0,0,0,0,0,18.0,768.0,0,0,0
0,0,0,0,0,18.0,768.0,0,0,0
0,0,0,0,0,18.0,767.0,0,0,0
0,0,0,0,0,18.0,766.0,0,0,0
0,0,0,0,0,18.0,766.0,0,0,0
0,0,0,0,0,17.0,766.0,0,0,0
0,0,0,0,0,17.0,766.0,0,0,0
0,0,0,0,0,17.0,766.0,0,0,0
0,0,0,0,0,16.0,766.0,0,0,0
0,0,0,0,0,16.0,766.0,0,0,0
0,0,0,0,0,16.0,766.0,0,0,0
0,0,0,0,0,16.0,766.0,0,0,0
0,0,0,0,0,15.0,766.0,0,0,0
0,0,0,0,0,15.0,766.0,0,0,0
0,0,0,0,0,14.0,766.0,0,0,0
0,0,0,0,0,14.0,765.0,0,0,0
0,0,0,0,0,14.0,765.0,0,0,0
0,0,0,0,0,14.0,764.0,0,0,0
0,0,0,0,0,14.0,764.0,0,0,0
0,0,0,0,0,14.0,764.0,0,0,0
0,0,0,0,0,14.0,763.0,0,0,0
0,0,0,0,0,14.0,763.0,0,0,0
0,0,0,0,0,14.0,763.0,0,0,0
0,0,0,0,0,14.0,763.0,0,0,0
0,0,0,0,0,14.0,763.0,0,0,0
0,0,0,0,0,14.0,763.0,0,0,0
0,0,0,0,0,14.0,763.0,0,0,0
0,0,0,0,0,14.0,763.0,0,0,0
0,0,0,0,0,12.0,763.0,0,0,0
0,0,0,0,0,12.0,763.0,0,0,0
0,0,0,0,0,12.0,763.0,0,0,0
0,0,0,0,0,11.0,763.0,0,0,0
0,0,0,0,0,11.0,763.0,0,0,0
0,0,0,0,0,11.0,763.0,0,0,0
0,0,0,0,0,11.0,763.0,0,0,0
0,0,0,0,0,10.0,763.0,0,0,0
0,0,0,0,0,10.0,763.0,0,0,0
0,0,0,0,0,10.0,762.0,0,0,0
0,0,0,0,0,10.0,762.0,0,0,0
0,0,0,0,0,10.0,762.0,0,0,0
0,0,0,0,0,10.0,762.0,0,0,0
0,0,0,0,0,9.0,762.0,0,0,0
0,0,0,0,0,9.0,762.0,0,0,0
0,0,0,0,0,9.0,762.0,0,0,0
0,0,0,0,0,9.0,762.0,0,0,0
0,0,0,0,0,9.0,761.0,0,0,0
0,0,0,0,0,9.0,761.0,0,0,0
0,0,0,0,0,9.0,760.0,0,0,0
0,0,0,0,0,9.0,760.0,0,0,0
0,0,0,0,0,9.0,760.0,0,0,0
0,0,0,0,0,8.0,760.0,0,0,0
0,0,0,0,0,7.0,760.0,0,0,0
0,0,0,0,0,7.0,760.0,0,0,0
0,0,0,0,0,7.0,759.0,0,0,0
0,0,0,0,0,7.0,759.0,0,0,0
0,0,0,0,0,7.0,759.0,0,0,0
0,0,0,0,0,7.0,759.0,0,0,0
0,0,0,0,0,6.0,759.0,0,0,0
0,0,0,0,0,6.0,759.0,0,0,0
0,0,0,0,0,6.0,759.0,0,0,0
0,0,0,0,0,6.0,759.0,0,0,0
0,0,0,0,0,6.0,759.0,0,0,0
0,0,0,0,0,6.0,758.0,0,0,0
0,0,0,0,0,6.0,758.0,0,0,0
0,0,0,0,0,6.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,5.0,758.0,0,0,0
0,0,0,0,0,4.0,758.0,0,0,0
0,0,0,0,0,3.0,758.0,0,0,0
0,0,0,0,0,3.0,758.0,0,0,0
0,0,0,0,0,3.0,758.0,0,0,0
0,0,0,0,0,3.0,758.0,0,0,0
0,0,0,0,0,3.0,758.0,0,0,0
0,0,0,0,0,2.0,758.0,0,0,0
0,0,0,0,0,2.0,758.0,0,0,0
0,0,0,0,0,2.0,758.0,0,0,0
0,0,0,0,0,2.0,758.0,0,0,0
0,0,0,0,0,2.0,758.0,0,0,0
0,0,0,0,0,2.0,758.0,0,0,0
0,0,0,0,0,1.0,758.0,0,0,0
0,0,0,0,0,0,758.0,0,0,0
