Red Pi1,Red Pm2,Red Pc2,Blue Sc2,Blue Sm1,Red Pc1,Red Pi2,Blue Sm2,Red Pm1,Blue Sc1
100.0,119.95636029681215,0,0,0,0,100.0,132.31474204517895,120.77875693755333,0
100.0,120.13875327673777,0,0,0,0,100.0,132.23321212708805,120.90586194789499,0
100.0,120.27821378133095,0,0,0,0,100.0,132.10444579392382,120.78701202900484,0
100.0,120.03886357493964,0,0,0,0,100.0,131.8528767263728,120.61393660733447,0
100.0,119.81573271796223,0,0,0,0,100.0,131.7252411383219,120.77990596262575,0
100.0,119.89246624847318,0,0,0,0,100.0,131.71194950919394,120.63938815107895,0
100.0,119.69148311522183,0,0,0,0,100.0,131.61912444895094,121.08099570029638,0
100.0,119.75306209788994,0,0,0,0,100.0,131.62483061927605,120.93845053980627,0
100.0,119.78357152607326,0,0,0,0,100.0,131.51739507040858,120.75410657177078,0
100.0,119.61135364656118,0,0,0,0,100.0,131.62885535101844,120.5779725080141,0
100.0,119.7076243863614,0,0,0,0,100.0,131.49041875321353,120.36869837934223,0
100.0,119.55021994973642,0,0,0,0,100.0,131.65394906585254,120.18999566045022,0
100.0,119.66964132906045,0,0,0,0,100.0,131.82916148532553,120.0645029790665,0
100.0,120.10031506844119,0,0,0,0,100.0,131.8843038164672,120.47590106121763,0
100.0,0,0,0,0,0,116.03672035096577,131.80458507189852,120.2937193257168,0
100.0,0,0,0,0,0,116.11205754002498,131.873965385174,120.74716837680548,0
100.0,0,0,0,0,0,116.16750194344738,131.7831817628384,120.58506960468225,0
100.0,0,0,0,0,0,116.01835200718321,131.66092782733782,120.41928529812425,0
100.0,0,0,0,0,0,116.16270095070732,131.79857775610202,120.50125280028517,0
100.0,0,0,0,0,0,116.09030768581117,131.90585875287945,120.32972238717039,0
100.0,0,0,0,0,0,115.99338892685759,131.91033865858336,120.16081780579435,0
100.0,0,0,0,0,0,115.83852558110254,131.76793972293316,120.01811656686934,0
100.0,0,0,0,0,0,115.91972328346571,131.6541884722032,120.14233133045396,0
100.0,0,0,0,0,0,115.99230065805492,131.95538295078578,119.99841186937873,0
100.0,0,0,0,0,0,115.8158710721472,131.72772983036072,120.15093262929112,0
100.0,0,0,0,0,0,115.65834302345685,131.43895506795928,120.02454206565397,0
100.0,0,0,0,0,0,115.47895359314214,131.19570037383463,119.84673315284982,0
100.0,0,0,0,0,0,115.25467471443466,131.06684758808035,119.71486015679889,0
100.0,0,0,0,0,0,115.02901742170947,130.94156381444338,119.88092417528348,0
100.0,0,0,0,0,0,114.85649136816929,130.81700077086074,119.7549401506768,0
100.0,0,0,0,0,0,114.99289288252857,130.84152081608823,119.62835259426006,0
100.0,0,0,0,0,0,114.83262728334614,131.05818598766194,119.53981454289976,0
100.0,0,0,0,0,0,114.71005498029659,131.51120896543,119.4563638892973,0
100.0,0,0,0,0,0,114.5519192242666,131.70320457611635,119.66670701336643,0
100.0,0,0,0,0,0,114.65884394098076,131.46037231828765,119.87684906467008,0
100.0,0,0,0,0,0,114.50741178611337,131.41979681040345,119.76303856620535,0
100.0,0,0,0,0,0,114.58324391764486,131.6348587723881,119.66577101826003,0
100.0,0,0,0,0,0,114.36233059148496,131.65409966536407,119.56120649496512,0
100.0,0,0,0,0,0,114.16462325489768,131.71539956116524,119.42542276470509,0
100.0,0,0,0,0,0,113.95384192255382,131.56605108168878,119.28601290689379,0
100.0,0,0,0,0,0,114.0573946101282,131.61340201350484,119.46510455336478,0
115.52308244454322,0,0,0,0,0,114.09605110832584,131.5382004409112,0,0
115.63252826861513,0,0,0,0,0,114.39097105686275,131.7628764122993,0,0
115.52264516565751,0,0,0,0,0,114.45470427859263,131.7345500515529,0,0
115.90314698790496,0,0,0,0,0,114.51495233816385,131.51907740445625,0,0
116.31561086788145,0,0,0,0,0,114.55757756729186,131.34183599941133,0,0
116.27757151379731,0,0,0,0,0,114.56092071309517,131.14287506853483,0,0
116.19969915377924,0,0,0,0,0,114.8772265165648,130.9608436046503,0,0
116.13851652226215,0,0,0,0,0,114.93928007463929,130.86993845218686,0,0
116.07727323387019,0,0,0,0,0,114.99424942947843,130.75496514458882,0,0
116.02093238392993,0,0,0,0,0,114.80372091730226,130.68572803190068,0,0
115.94039003669728,0,0,0,0,0,114.64806192146996,130.7581745731005,0,0
115.87605575412346,0,0,0,0,0,114.4882059357144,130.825809517305,0,0
116.0530234692196,0,0,0,0,0,114.31873661182115,131.0412770799889,0,0
115.98246791758297,0,0,0,0,0,114.15940816888798,131.01698748145697,0,0
115.92695306769473,0,0,0,0,0,113.99123088969863,131.0667079637485,0,0
115.87251595645489,0,0,0,0,0,114.05251889960341,131.00979520795775,0,0
116.07346620694051,0,0,0,0,0,113.91253260026053,131.1071834300565,0,0
116.01481580625413,0,0,0,0,0,114.02105781525606,131.07534719414326,0,0
115.96863001688543,0,0,0,0,0,114.33163850414611,131.03002930564656,0,0
115.87449605005979,0,0,0,0,0,114.44389067198918,131.02959667246688,0,0
116.29705216777904,0,0,0,0,0,114.49743745218511,131.27861750088164,0,0
116.22945931266045,0,0,0,0,0,114.35580953277189,131.1027509712579,0,0
116.16507601552128,0,0,0,0,0,114.14462346577932,131.19766753347076,0,0
116.1015552735361,0,0,0,0,0,113.93543325544518,131.01541404118825,0,0
116.03425358263365,0,0,0,0,0,113.76122086655533,130.94809112281376,0,0
115.9620180934921,0,0,0,0,0,113.82346415854353,130.92024590919743,0,0
115.92091844463903,0,0,0,0,0,113.82431981696675,131.01691778596853,0,0
115.8523735264152,0,0,0,0,0,113.87835126380476,130.96655936627965,0,0
115.79884719457975,0,0,0,0,0,113.68957571734967,130.7218758440116,0,0
115.74055794824059,0,0,0,0,0,113.47499622170241,130.79123670207076,0,0
115.69330821837166,0,0,0,0,0,113.303650140237,130.7490756267116,0,0
115.64133133419982,0,0,0,0,0,113.62226028227602,130.72101288371542,0,0
115.58719807377719,0,0,0,0,0,113.69873642485939,130.6921817076483,0,0
115.77326375016297,0,0,0,0,0,113.80148794468245,130.5161693557289,0,0
115.71694735288983,0,0,0,0,0,113.65921732603242,130.4479396448379,0,0
115.8889805476793,0,0,0,0,0,113.50501285395575,130.55609700491598,0,0
116.0707626909378,0,0,0,0,0,113.839865465455,130.5427497724499,0,0
116.03095547798561,0,0,0,0,0,113.67201585925815,130.55777539835543,0,0
115.96483730420256,0,0,0,0,0,113.47710789709302,130.50047032748478,0,0
115.87002891656822,0,0,0,0,0,113.28637690486957,130.42482058027664,0,0
115.81533805018405,0,0,0,0,0,113.33033252875934,130.36303102786258,0,0
115.71026244793835,0,0,0,0,0,113.31096657977834,130.44130640223287,0,0
115.60439975347883,0,0,0,0,0,113.09103916995001,130.23784026925063,0,0
115.52506318549302,0,0,0,0,0,112.82737736453034,130.2645392849854,0,0
115.43615425263046,0,0,0,0,0,112.58903128456812,130.16118606193987,0,0
115.34289364051418,0,0,0,0,0,112.34977723204265,130.22851914886846,0,0
115.29058790637903,0,0,0,0,0,112.14366969882607,130.29969916796296,0,0
115.46692438107355,0,0,0,0,0,112.47837670824946,130.41729637560013,0,0
115.4442303134793,0,0,0,0,0,112.31616044093506,130.39407485758483,0,0
115.61188257926247,0,0,0,0,0,112.62938864655511,130.3557680768132,0,0
115.53563288104074,0,0,0,0,0,112.403842130944,130.44839524134557,0,0
115.47254728870656,0,0,0,0,0,112.1567857241712,130.24238824967065,0,0
115.36704913438135,0,0,0,0,0,112.16336521690103,130.18069252519874,0,0
115.27978575912826,0,0,0,0,0,112.40442111380814,130.01696374388456,0,0
115.1793889848929,0,0,0,0,0,112.40363530685411,129.9584290007629,0,0
115.06195794299579,0,0,0,0,0,112.45226423302036,129.7553636543219,0,0
114.93903277407193,0,0,0,0,0,112.5114094117642,129.66983703224855,0,0
114.83264671369663,0,0,0,0,0,112.25855644767861,129.56507269112407,0,0
115.01049723026875,0,0,0,0,0,112.0581037102253,129.35902126221958,0,0
115.16316552860447,0,0,0,0,0,112.09114770402122,129.43470333349364,0,0
115.10268983619348,0,0,0,0,0,112.41967948994487,129.36696842520445,0,0
115.28364602535517,0,0,0,0,0,112.4708475255505,129.42242910953334,0,0
113.81123410825559,0,0,0,0,0,0,129.22427570340253,0,0
113.82729992150173,0,0,0,0,0,0,129.4756469029668,0,0
113.81906474192664,0,0,0,0,0,0,129.60013139033484,0,0
113.70926081787503,0,0,0,0,0,0,129.55361850471974,0,0
113.94105295611371,0,0,0,0,0,0,129.36482574658,0,0
113.80420171265774,0,0,0,0,0,0,129.30845067403655,0,0
113.6861712552917,0,0,0,0,0,0,129.28599107698017,0,0
113.6718574260924,0,0,0,0,0,0,129.42199607932912,0,0
113.5386580687779,0,0,0,0,0,0,129.40413248165845,0,0
113.68207896749422,0,0,0,0,0,0,129.35829122010898,0,0
113.69437173208138,0,0,0,0,0,0,129.6362418419178,0,0
113.58440524152311,0,0,0,0,0,0,129.72538639558428,0,0
113.59706184293856,0,0,0,0,0,0,129.6637734781504,0,0
113.61214116310045,0,0,0,0,0,0,129.46550331277214,0,0
113.51719887247822,0,0,0,0,0,0,129.5737055375115,0,0
113.40221430835484,0,0,0,0,0,0,129.542102079046,0,0
113.43033151218319,0,0,0,0,0,0,129.37046265801638,0,0
113.453265227292,0,0,0,0,0,0,129.30193841698255,0,0
113.34126805636868,0,0,0,0,0,0,129.28059576648894,0,0
113.3299590448988,0,0,0,0,0,0,129.29691615551752,0,0
113.22385341272923,0,0,0,0,0,0,129.26191568481198,0,0
113.10058369868003,0,0,0,0,0,0,129.2430161243819,0,0
113.099576037197,0,0,0,0,0,0,129.20489553034085,0,0
113.1022715905195,0,0,0,0,0,0,129.04932864633943,0,0
112.99472743617078,0,0,0,0,0,0,128.85961796104118,0,0
113.15514966693202,0,0,0,0,0,0,128.82890712161785,0,0
113.06061471334111,0,0,0,0,0,0,128.97507594252875,0,0
112.9670273434799,0,0,0,0,0,0,128.81206662078887,0,0
113.0124115581318,0,0,0,0,0,0,128.99932096607404,0,0
113.05873519014706,0,0,0,0,0,0,129.01097913009045,0,0
112.9851290895961,0,0,0,0,0,0,129.05405206896833,0,0
113.01958084291724,0,0,0,0,0,0,128.89527426047218,0,0
113.21300953878064,0,0,0,0,0,0,128.76166084714342,0,0
113.40922606933594,0,0,0,0,0,0,128.64255197294005,0,0
113.45494945279626,0,0,0,0,0,0,128.8356991741896,0,0
113.41492468505375,0,0,0,0,0,0,128.72029563461172,0,0
113.61108868749687,0,0,0,0,0,0,128.90703332642548,0,0
113.54382058081768,0,0,0,0,0,0,128.82282839449675,0,0
113.48531516763747,0,0,0,0,0,0,128.85416856436757,0,0
113.43769730497274,0,0,0,0,0,0,129.0529871815844,0,0
113.39761838788422,0,0,0,0,0,0,129.25422370162897,0,0
113.37117053028213,0,0,0,0,0,0,129.33091736152915,0,0
113.31882035078091,0,0,0,0,0,0,129.56446184620455,0,0
113.25682480250595,0,0,0,0,0,0,129.46727505749584,0,0
113.18555799538862,0,0,0,0,0,0,129.51188872924692,0,0
113.35261389409798,0,0,0,0,0,0,129.37724618521966,0,0
113.29690062752557,0,0,0,0,0,0,129.2445223306141,0,0
113.35567852627169,0,0,0,0,0,0,129.1183904104135,0,0
113.28330899765918,0,0,0,0,0,0,128.98260733339075,0,0
113.20694503457943,0,0,0,0,0,0,128.82002804222438,0,0
113.11991165186848,0,0,0,0,0,0,128.82756930760635,0,0
113.06288169300805,0,0,0,0,0,0,128.65081595879613,0,0
113.14157488179046,0,0,0,0,0,0,128.68421893814994,0,0
113.08136575760749,0,0,0,0,0,0,128.70582038871933,0,0
113.01978436984672,0,0,0,0,0,0,128.76483031676884,0,0
112.95147242973309,0,0,0,0,0,0,128.81366110497123,0,0
113.00061149543964,0,0,0,0,0,0,128.68310264390087,0,0
112.91779747927518,0,0,0,0,0,0,128.58630077674468,0,0
112.98205134937643,0,0,0,0,0,0,128.63194102055738,0,0
112.95048415875463,0,0,0,0,0,0,128.5347863690315,0,0
113.0220476031898,0,0,0,0,0,0,128.60636235465586,0,0
113.08963612219975,0,0,0,0,0,0,128.52566172625905,0,0
113.03813691983426,0,0,0,0,0,0,128.59954922534513,0,0
112.96069912922457,0,0,0,0,0,0,128.66351074320252,0,0
112.90045026110553,0,0,0,0,0,0,128.58104663480484,0,0
112.8362858365513,0,0,0,0,0,0,128.93224194283718,0,0
112.77586604541968,0,0,0,0,0,0,128.85456262565435,0,0
112.7069388865346,0,0,0,0,0,0,128.7714205269586,0,0
112.66690874905058,0,0,0,0,0,0,128.6646420935917,0,0
112.60343070310114,0,0,0,0,0,0,128.71733475919714,0,0
112.53742683007403,0,0,0,0,0,0,128.64628227250037,0,0
112.60033114616326,0,0,0,0,0,0,128.56436532456846,0,0
112.54706388402863,0,0,0,0,0,0,128.4952232443798,0,0
112.48692560056834,0,0,0,0,0,0,128.40799462516924,0,0
112.43148805744548,0,0,0,0,0,0,128.47402939654958,0,0
112.38936863099529,0,0,0,0,0,0,128.3878808660148,0,0
112.59256306017139,0,0,0,0,0,0,128.48179890407238,0,0
112.68168422894199,0,0,0,0,0,0,128.58210125552426,0,0
112.65526819979014,0,0,0,0,0,0,128.5202894478277,0,0
112.74559352936359,0,0,0,0,0,0,128.6183728383089,0,0
112.8086004970791,0,0,0,0,0,0,128.706974628685,0,0
112.76665579754737,0,0,0,0,0,0,128.66307890526875,0,0
112.72673073703727,0,0,0,0,0,0,128.74123348026941,0,0
112.65656154508218,0,0,0,0,0,0,128.67774127181625,0,0
112.606788866181,0,0,0,0,0,0,128.59551190698602,0,0
112.55868341200217,0,0,0,0,0,0,128.52744635548035,0,0
112.64269827616165,0,0,0,0,0,0,128.57820452062154,0,0
112.60988832445678,0,0,0,0,0,0,128.64303522219393,0,0
112.5700812425342,0,0,0,0,0,0,128.53552014381182,0,0
112.49582269072921,0,0,0,0,0,0,128.5741511490607,0,0
112.43130235090139,0,0,0,0,0,0,128.43687179977925,0,0
112.38512196538404,0,0,0,0,0,0,128.31739649301318,0,0
112.58036646926976,0,0,0,0,0,0,128.19780980631893,0,0
112.52251007826361,0,0,0,0,0,0,128.08016613091854,0,0
112.59311999257083,0,0,0,0,0,0,127.98669035434636,0,0
112.55344894332657,0,0,0,0,0,0,128.18221389796344,0,0
112.5030250552852,0,0,0,0,0,0,128.08415926304775,0,0
112.45590466147809,0,0,0,0,0,0,128.17502482433292,0,0
112.52151232256512,0,0,0,0,0,0,128.34238780324753,0,0
112.4529738919474,0,0,0,0,0,0,128.23704635173985,0,0
112.39251733192859,0,0,0,0,0,0,128.2751746144415,0,0
112.30934321188158,0,0,0,0,0,0,128.15092953839465,0,0
112.24379690721727,0,0,0,0,0,0,128.16177435689752,0,0
112.17292994216548,0,0,0,0,0,0,128.0420902376993,0,0
112.36753877199594,0,0,0,0,0,0,127.85888433650332,0,0
112.2961567350059,0,0,0,0,0,0,127.89477457681957,0,0
112.35323445426064,0,0,0,0,0,0,127.76431723170921,0,0
112.28955162716004,0,0,0,0,0,0,127.6099475960211,0,0
112.22914306781145,0,0,0,0,0,0,127.46578393449852,0,0
112.19120005657193,0,0,0,0,0,0,127.46434789530188,0,0
112.27095696282888,0,0,0,0,0,0,127.30859834665569,0,0
112.2125305089399,0,0,0,0,0,0,127.36387577351009,0,0
112.17937029736929,0,0,0,0,0,0,127.36258093627048,0,0
112.13922002326359,0,0,0,0,0,0,127.39848775415761,0,0
112.09842317956584,0,0,0,0,0,0,127.47126207660834,0,0
112.15790560894517,0,0,0,0,0,0,127.42480931518577,0,0
112.11803977270857,0,0,0,0,0,0,127.31768979514818,0,0
112.19297767228318,0,0,0,0,0,0,127.38213012695286,0,0
112.12038711717302,0,0,0,0,0,0,127.30603632247511,0,0
112.17875007825256,0,0,0,0,0,0,127.18461567166476,0,0
112.24553066190869,0,0,0,0,0,0,127.08429683386447,0,0
112.29974146281805,0,0,0,0,0,0,127.12337875310135,0,0
112.23055864183094,0,0,0,0,0,0,127.1669078580693,0,0
112.13988784841192,0,0,0,0,0,0,127.2491857307261,0,0
112.07413341183589,0,0,0,0,0,0,127.1348319104012,0,0
111.97262197087515,0,0,0,0,0,0,127.04878352333652,0,0
111.86149376993677,0,0,0,0,0,0,127.08105262957604,0,0
111.77977741057903,0,0,0,0,0,0,127.06740055150526,0,0
111.79915646649499,0,0,0,0,0,0,127.11910171859725,0,0
111.70523925422471,0,0,0,0,0,0,127.20783210008642,0,0
111.71474028970523,0,0,0,0,0,0,127.10620215554626,0,0
111.60915222140218,0,0,0,0,0,0,126.93707331337112,0,0
111.61940633277891,0,0,0,0,0,0,126.79788952459131,0,0
111.51165912013448,0,0,0,0,0,0,126.79805498406289,0,0
111.54016627955575,0,0,0,0,0,0,126.54538228716812,0,0
111.55628241763264,0,0,0,0,0,0,126.42064413378489,0,0
111.55943733426521,0,0,0,0,0,0,126.2659557554565,0,0
111.61410916828652,0,0,0,0,0,0,126.33272995021152,0,0
111.76247463181292,0,0,0,0,0,0,126.36252112795698,0,0
111.64502228797359,0,0,0,0,0,0,126.20191662295298,0,0
111.51053247145578,0,0,0,0,0,0,126.06163506638087,0,0
111.5067773858758,0,0,0,0,0,0,125.92961432559369,0,0
111.54034287556819,0,0,0,0,0,0,125.79609158277127,0,0
111.5555748630488,0,0,0,0,0,0,126.06230729964558,0,0
111.43060343533551,0,0,0,0,0,0,125.90327712736071,0,0
111.31063903898199,0,0,0,0,0,0,126.03572230577608,0,0
111.21252409681921,0,0,0,0,0,0,125.8438634321356,0,0
111.21025410453743,0,0,0,0,0,0,125.8539910160762,0,0
111.10522689857534,0,0,0,0,0,0,125.80548668796663,0,0
111.09102865203891,0,0,0,0,0,0,125.65578993886709,0,0
110.98247595105063,0,0,0,0,0,0,125.65030810821526,0,0
110.8585532460417,0,0,0,0,0,0,125.65692004353077,0,0
110.84664714960678,0,0,0,0,0,0,125.42135132953392,0,0
110.80234781169762,0,0,0,0,0,0,125.34058196151199,0,0
110.89628695724424,0,0,0,0,0,0,125.25748717212812,0,0
110.73959036122136,0,0,0,0,0,0,125.18504430017693,0,0
110.97221267104274,0,0,0,0,0,0,124.8924051313813,0,0
110.92395217391532,0,0,0,0,0,0,124.65669390856367,0,0
110.8992881643305,0,0,0,0,0,0,124.47479577154853,0,0
110.78312417531417,0,0,0,0,0,0,124.6470428632249,0,0
110.91293698885048,0,0,0,0,0,0,124.66859647650338,0,0
110.90942698927422,0,0,0,0,0,0,124.41760131085954,0,0
111.02352970176962,0,0,0,0,0,0,124.18819928492873,0,0
110.90546380772118,0,0,0,0,0,0,124.08506475209118,0,0
110.77161404941336,0,0,0,0,0,0,123.8962818920143,0,0
110.80746678473264,0,0,0,0,0,0,123.78566395085002,0,0
110.95895012738076,0,0,0,0,0,0,123.6875954982773,0,0
110.8742123276112,0,0,0,0,0,0,123.29464425973325,0,0
110.89563319586841,0,0,0,0,0,0,123.15276838117772,0,0
110.78928860221824,0,0,0,0,0,0,123.33967114588289,0,0
110.67365799319188,0,0,0,0,0,0,123.27641267439381,0,0
110.5502365979021,0,0,0,0,0,0,122.88885252453565,0,0
110.7060961602756,0,0,0,0,0,0,123.15514525059126,0,0
110.77144074689723,0,0,0,0,0,0,123.41039452716475,0,0
110.77406745249705,0,0,0,0,0,0,123.22915462673014,0,0
110.64282525075554,0,0,0,0,0,0,123.05318240389524,0,0
110.51738441473258,0,0,0,0,0,0,122.76052000635046,0,0
110.3475351361766,0,0,0,0,0,0,122.5033425512904,0,0
110.37946515960208,0,0,0,0,0,0,122.2716791857574,0,0
110.4033231177489,0,0,0,0,0,0,122.15125386333918,0,0
110.3413942691352,0,0,0,0,0,0,121.89236850505698,0,0
110.5586446173094,0,0,0,0,0,0,121.63799436741773,0,0
110.62194632482651,0,0,0,0,0,0,121.70303554697911,0,0
110.67786370218631,0,0,0,0,0,0,121.59978844188102,0,0
110.57831920869035,0,0,0,0,0,0,121.49930487594543,0,0
110.4800131268186,0,0,0,0,0,0,121.5227159400799,0,0
110.42102119782662,0,0,0,0,0,0,121.5136184896587,0,0
110.47118826179529,0,0,0,0,0,0,121.44010120061252,0,0
110.38457291956567,0,0,0,0,0,0,121.3236715054781,0,0
110.26021622588708,0,0,0,0,0,0,121.10327657086648,0,0
110.17179964033954,0,0,0,0,0,0,120.92221806211063,0,0
110.20863593974428,0,0,0,0,0,0,120.96694856998127,0,0
110.23965089414999,0,0,0,0,0,0,120.88488009961318,0,0
110.16379868090176,0,0,0,0,0,0,120.95943177557064,0,0
110.2338426398552,0,0,0,0,0,0,120.97285629816801,0,0
110.28389114787755,0,0,0,0,0,0,120.89750700979349,0,0
110.18270997812185,0,0,0,0,0,0,120.74529192376386,0,0
110.12823155159387,0,0,0,0,0,0,120.55807735084453,0,0
110.15475310183578,0,0,0,0,0,0,120.71625117592563,0,0
110.04205788124081,0,0,0,0,0,0,120.53309587213786,0,0
109.92435700546538,0,0,0,0,0,0,120.43243833337986,0,0
109.8158231919406,0,0,0,0,0,0,120.44528481031503,0,0
109.69607668146195,0,0,0,0,0,0,120.25901837414716,0,0
109.60865097093988,0,0,0,0,0,0,120.07365107363536,0,0
109.75976678530105,0,0,0,0,0,0,119.88335831205549,0,0
109.6831830196871,0,0,0,0,0,0,119.66554739077283,0,0
109.85181485505554,0,0,0,0,0,0,119.43593877610688,0,0
109.74784250300382,0,0,0,0,0,0,119.27488927847804,0,0
109.77522166548653,0,0,0,0,0,0,119.38112924694032,0,0
109.92825886633042,0,0,0,0,0,0,119.18015647622761,0,0
109.85777482366558,0,0,0,0,0,0,119.15165958319788,0,0
109.83656190850236,0,0,0,0,0,0,119.28041822305146,0,0
109.89357814304464,0,0,0,0,0,0,119.33014013011164,0,0
109.95411194066617,0,0,0,0,0,0,119.23098466647734,0,0
109.87289202415496,0,0,0,0,0,0,119.094840753022,0,0
109.80915170483556,0,0,0,0,0,0,118.8872240813724,0,0
109.86828448905977,0,0,0,0,0,0,118.79248469785763,0,0
109.77910950199787,0,0,0,0,0,0,118.78576337688017,0,0
109.68597040485218,0,0,0,0,0,0,118.67414687054462,0,0
109.57971894964095,0,0,0,0,0,0,118.7484583147547,0,0
109.51236370261819,0,0,0,0,0,0,118.55982924019816,0,0
109.3993085821569,0,0,0,0,0,0,118.62164913751619,0,0
109.43968941149252,0,0,0,0,0,0,118.73890794708116,0,0
109.37416161130433,0,0,0,0,0,0,118.78184179221292,0,0
109.56769259260125,0,0,0,0,0,0,118.86992158545064,0,0
109.49343977573321,0,0,0,0,0,0,119.02299433010329,0,0
109.41796596811835,0,0,0,0,0,0,118.89709132401423,0,0
109.32317019699754,0,0,0,0,0,0,118.7375270393357,0,0
109.24920297991359,0,0,0,0,0,0,118.61937133997357,0,0
109.1461919243301,0,0,0,0,0,0,118.44900134613246,0,0
109.17985020068636,0,0,0,0,0,0,118.42999347433451,0,0
109.1175237055107,0,0,0,0,0,0,118.51009989828077,0,0
109.32070297650853,0,0,0,0,0,0,118.28389941967153,0,0
109.24106253216479,0,0,0,0,0,0,118.08117171808317,0,0
109.14748397353209,0,0,0,0,0,0,117.96428337985186,0,0
109.06531888978719,0,0,0,0,0,0,117.82650036885056,0,0
109.11285240180929,0,0,0,0,0,0,117.84004906382316,0,0
109.03417511017066,0,0,0,0,0,0,117.77015267329197,0,0
109.07739613394818,0,0,0,0,0,0,117.8395253304767,0,0
108.99551786625243,0,0,0,0,0,0,117.89500657831826,0,0
109.02889888936308,0,0,0,0,0,0,117.74623539947656,0,0
109.07339657142495,0,0,0,0,0,0,117.66698519448701,0,0
108.99327224831929,0,0,0,0,0,0,117.66468134520326,0,0
108.8866410000111,0,0,0,0,0,0,117.49519749999837,0,0
108.94683920642139,0,0,0,0,0,0,117.4082288646744,0,0
109.00775617276041,0,0,0,0,0,0,117.28735806252455,0,0
109.20901485018355,0,0,0,0,0,0,117.11853377300854,0,0
109.26623704989858,0,0,0,0,0,0,117.20469831451658,0,0
109.19037831027507,0,0,0,0,0,0,117.1141694519715,0,0
109.2611200134105,0,0,0,0,0,0,117.0413572162598,0,0
109.1896457107428,0,0,0,0,0,0,116.88415475901557,0,0
109.11869057093858,0,0,0,0,0,0,116.81256924895789,0,0
109.04376533991187,0,0,0,0,0,0,116.66758119964962,0,0
109.08832796021058,0,0,0,0,0,0,116.51313091478677,0,0
109.01449341611813,0,0,0,0,0,0,116.33486604033274,0,0
108.95184555158235,0,0,0,0,0,0,116.44923735469705,0,0
109.01935619297443,0,0,0,0,0,0,116.75194362909602,0,0
109.07854844238172,0,0,0,0,0,0,116.73159982606543,0,0
109.00588644222397,0,0,0,0,0,0,116.74015537696697,0,0
108.92147696636154,0,0,0,0,0,0,116.66180126043356,0,0
108.84245453294739,0,0,0,0,0,0,116.7986682608817,0,0
108.89512279618931,0,0,0,0,0,0,116.63962053704763,0,0
108.82682549853958,0,0,0,0,0,0,116.64968856902638,0,0
108.74802089803364,0,0,0,0,0,0,116.59237158343635,0,0
108.81354949884528,0,0,0,0,0,0,116.47827303376093,0,0
108.85188725242756,0,0,0,0,0,0,116.30612036870056,0,0
108.7541793789685,0,0,0,0,0,0,116.14691441878816,0,0
108.82561263454909,0,0,0,0,0,0,116.097407413336,0,0
108.7671268389948,0,0,0,0,0,0,116.1781397557137,0,0
108.84369590097478,0,0,0,0,0,0,116.08781728064714,0,0
108.9109434455851,0,0,0,0,0,0,115.93824918267778,0,0
108.84424870977381,0,0,0,0,0,0,116.372262895175,0,0
108.77409363237054,0,0,0,0,0,0,116.27077178555264,0,0
108.71023092678847,0,0,0,0,0,0,116.16329670012851,0,0
108.77039184265878,0,0,0,0,0,0,116.02819437056208,0,0
108.68446068309858,0,0,0,0,0,0,115.86949526631861,0,0
108.5939031621796,0,0,0,0,0,0,115.76969958475827,0,0
108.51878631039351,0,0,0,0,0,0,115.9867332211049,0,0
108.57268241732555,0,0,0,0,0,0,115.78637992475868,0,0
108.50354770188079,0,0,0,0,0,0,115.79882584380245,0,0
108.70081178343783,0,0,0,0,0,0,115.66644405206469,0,0
108.62849969794853,0,0,0,0,0,0,115.61098481673828,0,0
108.57063373970853,0,0,0,0,0,0,115.51171866827164,0,0
108.67152199910714,0,0,0,0,0,0,115.59256244453292,0,0
108.73139039251299,0,0,0,0,0,0,115.8224583835122,0,0
108.67096197761926,0,0,0,0,0,0,115.70195198425604,0,0
108.61338471006059,0,0,0,0,0,0,115.82966748130706,0,0
108.54580179804216,0,0,0,0,0,0,115.83224033469224,0,0
108.48245064778965,0,0,0,0,0,0,115.84318551321063,0,0
108.53809574104231,0,0,0,0,0,0,115.85224404267967,0,0
108.4535596326617,0,0,0,0,0,0,115.7728198477329,0,0
108.385632996965,0,0,0,0,0,0,115.68270858583476,0,0
108.3190996878459,0,0,0,0,0,0,115.62000671823802,0,0
108.38968733045984,0,0,0,0,0,0,115.5558968511112,0,0
108.3449901866051,0,0,0,0,0,0,115.53962345700616,0,0
108.56661629273948,0,0,0,0,0,0,115.64604653114921,0,0
108.4894345060254,0,0,0,0,0,0,115.60417552392941,0,0
108.4269989314971,0,0,0,0,0,0,115.46237289050093,0,0
108.35007923021358,0,0,0,0,0,0,115.53329062715893,0,0
108.2802487623752,0,0,0,0,0,0,115.7085760478469,0,0
108.35212073911742,0,0,0,0,0,0,115.62582070647395,0,0
108.40027522580958,0,0,0,0,0,0,115.66671547965984,0,0
108.33077964642392,0,0,0,0,0,0,115.70640070052221,0,0
108.39425543735398,0,0,0,0,0,0,115.78004905638626,0,0
108.31701833033834,0,0,0,0,0,0,115.79252288830924,0,0
108.26703681056426,0,0,0,0,0,0,116.1587869272285,0,0
108.20758157883343,0,0,0,0,0,0,116.10443385960757,0,0
108.14410026349242,0,0,0,0,0,0,116.21318065301497,0,0
108.09475720264628,0,0,0,0,0,0,116.31473177021442,0,0
