Blue Sm2,Blue Sc2,Blue Sc1,Red Pc2,Red Pm2,Blue Sm1,Red Pi2,Red Pc1,Red Pi1,Red Pm1
136.05199042844666,0,0,145.35900935517066,100.0,135.9520653644162,100.0,147.5105489095641,100.0,100.0
136.13777849455263,0,0,145.83263598847748,100.0,136.06127722191837,100.0,147.40215775937128,100.0,100.0
136.07586768035583,0,0,146.92286620095922,100.0,136.1462085969582,100.0,147.2953284014797,100.0,100.0
136.23715955150826,0,0,147.4037957845529,100.0,136.04017378533285,100.0,147.16806102207923,100.0,100.0
136.17344305859376,0,0,147.29160824737875,100.0,136.16359302482041,100.0,147.05170383077498,100.0,100.0
136.2665615574363,0,0,147.15278828225442,100.0,136.04825404508316,100.0,146.89095414721277,100.0,100.0
136.19389392150768,0,0,147.01685051699195,100.0,135.91840615431337,100.0,146.75868163290323,100.0,100.0
136.34208418491207,0,0,146.86777302071513,100.0,136.0031031046643,100.0,146.60324592940637,100.0,100.0
136.249069177417,0,0,146.68766389341206,100.0,135.89343049962122,100.0,146.42904433827005,100.0,100.0
136.14449583534173,0,0,146.46363738258313,100.0,135.98576817778675,100.0,146.31903659267564,100.0,100.0
136.01323939793087,0,0,146.30536953383574,100.0,135.89154983642925,100.0,146.79077805915864,100.0,100.0
135.889629697157,0,0,146.1835665598927,100.0,135.99513780321962,100.0,146.72735134658947,100.0,100.0
135.7937850139829,0,0,146.6588938945057,100.0,136.11852758209966,100.0,146.57378512898916,100.0,100.0
135.72029866833972,0,0,147.09250548844474,100.0,136.01250929102184,100.0,146.3943252867611,100.0,100.0
135.61869489859484,0,0,146.8986781975912,100.0,135.89534210686426,100.0,146.18636857390575,100.0,100.0
135.57025377324342,0,0,146.68252984840552,100.0,135.79519263792466,100.0,146.02483957885818,100.0,100.0
135.44677961093117,0,0,146.50618791031118,100.0,135.87655267733223,100.0,146.4463872066693,100.0,100.0
135.37549757068462,0,0,146.96197142903776,100.0,135.7339539963206,100.0,146.25175234869414,100.0,100.0
135.51645225810688,0,0,146.79553159168992,100.0,135.8520054561074,100.0,146.0669224334282,100.0,100.0
135.63118595274167,0,0,146.6282341056909,100.0,135.75012475151726,100.0,145.92285525362777,100.0,100.0
135.54159582379992,0,0,147.04771621043918,100.0,135.6398588749218,100.0,146.3948863696441,100.0,100.0
135.86976251277434,0,0,146.88589061951663,100.0,135.7288816895874,100.0,146.24422482373882,100.0,100.0
135.74920876198456,0,0,146.72154638313822,100.0,135.5915490346406,100.0,146.09273318436962,100.0,100.0
136.05674175686696,0,0,146.5299138596602,100.0,135.49539768920346,100.0,145.89311816854917,100.0,100.0
135.92649730557747,0,0,146.37726429070304,100.0,135.34991743843187,100.0,145.7257537506861,100.0,100.0
136.02233721153894,0,0,146.25302263309788,100.0,135.23101728246542,100.0,145.60853780779857,100.0,100.0
136.15852298996526,0,0,146.73929352506033,100.0,135.57095478506693,100.0,146.11264417508056,100.0,100.0
136.07904455164092,0,0,146.59621943441002,100.0,135.71093300162403,100.0,146.0160493366723,100.0,100.0
136.20647243569368,0,0,146.40426151685128,100.0,135.64683806018238,100.0,145.8822862998991,100.0,100.0
136.11838552260775,0,0,146.212762019577,100.0,135.5384529828332,100.0,145.7040310668693,100.0,100.0
136.01285519112815,0,0,146.0004137867197,100.0,135.394606014007,100.0,145.53590660603263,100.0,100.0
135.88104200450837,0,0,145.83961979931559,100.0,135.48234486289857,100.0,145.4271075511684,100.0,100.0
135.95818185189577,0,0,145.68298900027483,100.0,135.56371059306392,100.0,145.9276641630299,100.0,100.0
135.84056077024118,0,0,146.1008934403115,100.0,135.4549052609141,100.0,146.34754745179657,100.0,100.0
135.73841281956567,0,0,146.59879926245603,100.0,135.5997994143804,100.0,146.185007425468,100.0,100.0
135.6654892768461,0,0,147.08420192920883,100.0,135.73288944072706,100.0,146.65133967530318,100.0,100.0
135.53923781173938,0,0,146.87619647078932,100.0,135.6348698610712,100.0,147.08984189841797,100.0,100.0
135.36554910562387,0,0,146.73587199161346,100.0,135.54808812448414,100.0,148.1573542596846,100.0,100.0
135.23424686592645,0,0,146.54650134808617,100.0,135.65482162435677,100.0,148.00417021114643,100.0,100.0
135.07365335402034,0,0,146.41174612734318,100.0,135.52393114790542,100.0,147.79963476863665,100.0,100.0
135.37300898689085,0,0,146.26708702761022,100.0,135.37544052817594,100.0,147.5990462857556,100.0,100.0
135.43965361746868,0,0,146.77199865148788,100.0,135.26739357014722,100.0,147.4380467237744,100.0,100.0
135.31099535825484,0,0,146.59691106200097,100.0,135.54405155919432,100.0,147.24820890411536,100.0,100.0
135.14925331402512,0,0,146.41270875574043,100.0,135.4031194746647,100.0,147.04578916634344,100.0,100.0
134.95632017609043,0,0,146.24141289158078,100.0,135.48891419873385,100.0,146.87518280560172,100.0,100.0
135.2506597227559,0,0,146.09970841975414,100.0,135.32404681356292,100.0,146.70877954739757,100.0,100.0
135.28399869248966,0,0,145.89468022124822,100.0,135.14913058619305,100.0,147.1275150765368,100.0,100.0
135.08854754682076,0,0,145.76121619772266,100.0,134.93409899441698,100.0,146.9733649180147,100.0,100.0
134.86317142374995,0,0,146.16248038252857,100.0,134.72333441642547,100.0,146.71494813257726,100.0,100.0
134.84663254238805,0,0,146.54126820559821,100.0,134.73426771650222,100.0,146.4932967887,100.0,100.0
134.58861836874294,0,0,146.31967449981116,100.0,134.50423356133754,100.0,146.25381444387702,100.0,100.0
134.5208593253358,0,0,146.67786877547186,100.0,134.49768429636978,100.0,146.0013374470501,100.0,100.0
134.5541629945446,0,0,146.42277243078792,100.0,134.4864243271611,100.0,145.78134404959812,100.0,100.0
134.58778895573184,0,0,146.0780352472263,100.0,134.45446457531264,100.0,145.5801301789338,100.0,100.0
134.8356585563631,0,0,145.76101178337154,100.0,134.4040531594821,100.0,145.9376209140482,100.0,100.0
134.766767711533,0,0,145.52451278288885,100.0,134.3364040550337,100.0,145.7372522907111,100.0,100.0
134.74860545933817,0,0,145.88515316193613,100.0,134.544530709659,100.0,145.5225508841448,100.0,100.0
134.7369512817212,0,0,146.2515024969372,100.0,134.7224596559752,100.0,145.37439876827247,100.0,100.0
134.68130974989054,0,0,146.01512661667954,100.0,134.88948789559416,100.0,145.74208597698777,100.0,100.0
134.8989344423892,0,0,145.7115379113358,100.0,134.69704643342507,100.0,146.02489160199573,100.0,100.0
134.70400185022476,0,0,145.33223884711163,100.0,134.6709315631811,100.0,145.771426406284,100.0,100.0
134.66875919589324,0,0,144.9890582629755,100.0,134.69449758988745,100.0,145.55456048996896,100.0,100.0
134.56689957553138,0,0,144.65035234549356,100.0,134.627240445934,100.0,145.9712071713308,100.0,100.0
134.7048207270626,0,0,145.02103882024366,100.0,134.58484907066602,100.0,145.69088705744934,100.0,100.0
134.65699370840923,0,0,145.41987492941095,100.0,134.25307230555575,100.0,145.34437627937186,100.0,100.0
134.45374764622835,0,0,145.8125346331088,100.0,133.93423294204166,100.0,146.34928829825412,100.0,100.0
134.6478349339736,0,0,145.56797425517843,100.0,133.90597727235925,100.0,146.04869025953792,100.0,100.0
0,0,0,146.6872352910148,123.54928828555592,134.2420495597979,100.0,146.45450917898378,100.0,100.0
0,0,0,0,123.44256407346221,134.58689851511048,100.0,146.89076584712393,100.0,100.0
0,0,0,0,123.35967233624618,134.5524954287968,100.0,146.67154995432398,100.0,100.0
0,0,0,0,123.51549753106343,134.60661144556312,100.0,147.10745426902608,100.0,123.81255930082636
0,0,0,0,123.67512928389736,134.58928048215856,100.0,0,100.0,123.96493281558467
0,0,0,0,123.51071737678113,134.3711707095936,100.0,0,100.0,123.82997570034124
0,0,0,0,123.3466399725345,134.1893642890388,100.0,0,100.0,123.71415671722099
0,0,0,0,123.48197715005661,134.03273540683608,100.0,0,100.0,123.87623497802487
0,0,0,0,123.3141041091347,134.19255764238477,100.0,0,100.0,123.77478681796615
0,0,0,0,123.14801687481506,134.2727682202999,100.0,0,100.0,123.93931257220777
0,0,0,0,122.97857706565838,134.1741437217894,100.0,0,100.0,123.8320053005757
0,0,0,0,122.83427369321727,134.00887304829212,100.0,0,100.0,123.69203299357407
0,0,0,0,122.67115816997186,134.23623107861872,100.0,0,100.0,123.55105305292311
0,0,0,0,122.52874612915207,133.93907695503177,100.0,0,100.0,123.35876581570542
0,0,0,0,122.70667127974815,133.99485618298075,100.0,0,100.0,123.19133165315044
0,0,0,0,122.56493374562112,134.1613073603051,100.0,0,100.0,123.05703935771348
0,0,0,0,122.42139982379963,134.2382532082583,100.0,0,100.0,123.21607364768703
0,0,0,0,123.1295805192729,134.04047374452415,100.0,0,100.0,123.08297173650475
0,0,0,0,122.97567200029022,134.04198890400878,100.0,0,100.0,122.8944675832721
0,0,0,0,122.82776805586849,133.97045671333524,100.0,0,100.0,122.7405896152467
0,0,0,0,122.6799455418438,133.89092287778885,100.0,0,100.0,122.59231557633426
0,0,0,0,122.46932657488436,133.60129648266815,100.0,0,100.0,122.44249395181433
0,0,0,0,122.58044012396655,133.63423969225767,100.0,0,100.0,122.5911077723213
0,0,0,0,122.37625152778095,133.36819162565143,100.0,0,100.0,122.7553465438737
0,0,0,0,122.17058831626247,133.5413431854067,100.0,0,100.0,122.62403341053285
0,0,0,0,122.01556685416475,133.54788505334707,100.0,0,100.0,122.76448839380623
0,0,0,0,121.86641744166405,133.59428862042859,100.0,0,100.0,122.64175120528542
0,0,0,0,121.99163614476052,133.69235453284494,100.0,0,100.0,122.50425137478351
0,0,0,0,122.11711969863889,133.86107098318396,100.0,0,100.0,122.39217296707109
0,0,0,0,122.23610132615403,133.71117658188373,100.0,0,100.0,122.27443957797482
0,0,0,0,122.04673506745065,133.63426917046323,100.0,0,100.0,122.71623758051072
0,0,0,0,121.90538861646131,133.5833364834874,100.0,0,100.0,122.61633855035481
0,0,0,0,122.27824503887992,133.57579422085809,100.0,0,100.0,122.48075609773791
0,0,0,0,122.1712186100301,133.63220295180864,100.0,0,100.0,122.60596354296517
0,0,0,0,122.06388873393435,133.52734973983777,100.0,0,100.0,122.4669017844209
0,0,0,0,122.19584157703405,133.62336837225416,100.0,0,100.0,122.9013668706619
0,0,0,0,122.06147822220596,133.4703888462829,100.0,0,100.0,122.75112366936384
0,0,0,0,122.21892765502923,133.51665240098177,100.0,0,100.0,122.61638813155224
0,0,0,0,122.36804359963376,133.43989165766882,100.0,0,100.0,122.45260810560993
0,0,0,0,122.25952562854259,133.44785395937203,100.0,0,100.0,122.53281315672852
0,0,0,0,122.15186246132168,133.1259790070433,100.0,0,100.0,122.34268923995357
0,0,0,0,122.3240154438172,133.07741131819415,100.0,0,100.0,122.16762451179356
0,0,0,0,122.15668444095064,133.12770672989734,100.0,0,100.0,122.27665013293297
0,0,0,0,121.99352666180317,132.9426549047138,100.0,0,100.0,122.12645035563425
0,0,0,0,122.14300249070122,133.01811978891112,100.0,0,100.0,122.2476886808267
0,0,0,0,122.2965574560278,133.04655825393772,100.0,0,100.0,122.07472662148564
0,0,0,0,122.41254770062798,132.85987937422394,100.0,0,100.0,121.90824595125366
0,0,0,0,122.29282159696528,132.55757394414826,100.0,0,100.0,121.71287923076095
0,0,0,0,122.12675784939067,132.70021922513266,100.0,0,100.0,121.5339125469663
0,0,0,0,121.92008832804096,132.858893776533,100.0,0,100.0,121.38494569112326
0,0,0,0,121.73531911615486,132.76755194349315,100.0,0,100.0,121.50862339107476
0,0,0,0,121.5678791645081,132.58958503586675,100.0,0,100.0,121.38660599672993
0,0,0,0,121.6796761750777,132.84582267416437,100.0,0,100.0,121.24264011505393
0,0,0,0,121.50616872919274,132.85715071601234,100.0,0,100.0,121.34768189697678
0,0,0,0,121.37909824779098,132.6567196639168,100.0,0,100.0,121.45859661402683
0,0,0,0,121.521981323555,132.74480021888735,100.0,0,100.0,121.27279864595029
0,0,0,0,121.69259991106436,132.5463101845005,100.0,0,100.0,121.34406063907376
0,0,0,0,121.55678476243689,132.45282505164747,100.0,0,100.0,121.16798523740978
0,0,0,0,121.40884786592648,132.66273929680673,100.0,0,100.0,121.0118712269637
0,0,0,0,121.23953835691562,132.72134818939242,100.0,0,100.0,121.4192168305818
0,0,0,0,121.37570719607565,132.46105326817963,100.0,0,100.0,121.24179239120431
0,0,0,0,121.26833895206049,132.6327041308177,100.0,0,100.0,121.3277020783959
0,0,0,0,121.42073368697224,132.5844766756528,100.0,0,100.0,121.16647202485716
0,0,0,0,121.50716457067207,132.54565520101752,100.0,0,100.0,121.27566653400498
0,0,0,0,121.64005380346889,132.48613459628388,100.0,0,100.0,121.07269353786579
0,0,0,0,121.45867433169587,132.44775074239269,100.0,0,100.0,120.93325389053022
0,0,0,0,121.29219261104245,132.52159404219236,100.0,0,100.0,120.7421269972923
0,0,0,0,121.40442942006439,132.5971527712181,100.0,0,100.0,120.54750305965204
0,0,0,0,121.22768124611187,132.4633176373626,100.0,0,100.0,120.67179214455778
0,0,0,0,121.0552857163362,132.40457376973094,100.0,0,100.0,121.04299044544898
0,0,0,0,121.19003673122478,132.087454782872,100.0,0,100.0,120.8967494579363
0,0,0,0,120.9795626184825,131.9568308119368,100.0,0,100.0,121.01351085507572
0,0,0,0,121.10221666402474,131.88083719680066,100.0,0,100.0,121.15447006007545
0,0,0,0,120.95498449932106,131.702701486318,100.0,0,100.0,121.05349455919185
0,0,0,0,120.8446709836039,131.90066566504686,100.0,0,100.0,121.18967264662462
0,0,0,0,120.6591797901503,131.92303538727032,100.0,0,100.0,121.01776176525621
0,0,0,0,120.46532324164622,132.28458777015325,100.0,0,100.0,121.12304306038686
0,0,0,0,120.7973314064203,132.0647969300711,100.0,0,100.0,120.9622944150477
